date,obs,FOLC1,FOLC2,FOLC3,FOLC4,FOLC5,FOLC6,FOLC7,FOLC8,FOLC9,FOLC10,FOLC11,FOLC12,FOLC13,FOLC14,FOLC15,FOLC16,FOLC17,FOLC18,FOLC19,FOLC20,FOLC21,FOLC22,FOLC23,FOLC24,FOLC25,FOLC26,FOLC27,FOLC28,FOLC29,FOLC30,FOLC31,FOLC32,FOLC33,FOLC34,FOLC35,FOLC36,FOLC37,FOLC38,FOLC39,FOLC40,FOLC41,FOLC42,FOLC43,FOLC44,FOLC45,FOLC46,FOLC47,FOLC48,FOLC49,FOLC50,FOLC51,FOLC52,FOLC53,FOLC54,FOLC55,FOLC56,FOLC57,FOLC58,FOLC59
20131118,2.0630952160093985,1.0072020538207707,3.1495892262484833,2.798284224930991,0.9977398512236461,1.9178529354401588,1.0093556576241938,2.148089396211242,1.0156261437178593,1.1821090126860563,1.1857235545922524,1.034910968086466,1.2235986764384224,1.9723532954373924,1.0453256675133689,2.3882364797183584,1.0463819034117186,1.5678068205860425,2.741890520176116,1.6048252809227608,1.0820227106497595,1.0772570254399987,1.08283506925506,1.0959599848932249,1.49266629405511,1.6183127127730979,1.413903373686626,1.5443842544958464,1.1604424519249812,1.8563100371999524,2.3821701278328233,1.2898261242123035,1.2257738384702195,1.6443219323686167,1.9538967256753474,2.619714598000663,1.621122115181581,1.4329934195390714,1.5488290243394018,1.7336229355460862,1.4877695551420078,1.398331939492339,1.751047104113354,1.666294126195568,1.6098994441209968,1.4284477146187018,1.5045597778687976,1.5140451295560517,2.266701388134063,1.9744831363052833,1.6313220905069512,2.3594158322721244,1.5849908096220984,1.9228698162090323,1.6801606617533322,1.6611966171713421,1.714814778417949,1.7905287800542955,1.8123502069656023,1.8834685670186595
20131119,2.065932083552823,1.0258771571805754,3.142266362233345,2.780508581028134,1.0193420783744214,1.9148012724310668,1.0401123370395644,2.2772396310539005,1.048608306322184,1.1330209389194728,1.134126120805764,1.0805294783377508,1.2884333895615085,2.1801350194878473,1.1160167638901028,2.4517844528011583,1.1374410894574998,1.5383822837094916,2.7982850506044277,1.4067321345390014,1.1866356567855414,1.2132590250261819,1.2309235500357876,1.2514164866325255,1.4537911698814836,1.832399084773217,1.476513396999368,1.7011035408982496,1.3394279012126855,1.8822786849794275,2.4615295369753207,1.4519183989178108,1.3962720642913005,1.665543388736511,1.8322404229804679,2.5644700020190414,1.8629752104018997,1.6320296448625873,1.6791665297065568,1.9355461953715423,1.5805175996030978,1.567798520446735,1.8923752619284022,1.9206762965553843,1.7158527344146026,1.5856855644282055,1.6364482240407785,1.7209645141838994,2.231963575470855,1.9723459195527284,1.814413322101072,2.4106006008312715,1.7711894899700638,1.9695545271797577,1.8988181145509282,1.8443514678440753,1.8902357494732138,2.0083432798226637,1.9977732968803268,2.0456142040954126
20131120,2.071562653816167,1.2223642408554218,2.5448040204027955,2.407454336576881,1.247355082245095,1.3940509447990344,1.2516893782583471,2.1830718102749844,1.236536200536607,1.2371273887335208,1.2415351613329975,1.252310142507735,1.5923452993893383,2.0334992788217283,1.620349840336896,1.80080502168891,1.6680932625554337,1.3988762972376665,2.6611634659536647,1.3377306929580943,1.3041406622651142,1.2942895424320457,2.1581160000000645,1.6834450288862077,1.316921643949549,1.9672061875133562,1.4718921452172269,1.5261775193581906,1.3420640579646947,1.8362226805748383,1.9991792149255514,1.7165866471098115,1.4235542487704618,1.8267893387843515,2.1348867504986844,2.073641077344951,2.244200053850689,2.1486718540557104,1.6870498554132514,1.8854287897751918,1.8268245774629954,1.9819660636671719,1.5663512261617711,1.7875037132541707,1.459709204043949,1.996709789071949,1.7777210743331064,1.6501371856686573,1.884354926344968,2.113221789336768,2.3522570706894483,1.9425004145700528,1.7210872096996637,1.8719938554004356,1.6647408626341789,1.73527131686363,1.7926721961116032,2.1818422315918484,1.771711966688268,1.72997683866822
20131121,2.069859411699469,1.4338424873409634,1.492596964899237,2.238714828399332,1.4971936379248059,1.4570145965317558,1.5999892838598933,1.5111231908372433,1.4319716091771049,1.4190813191121845,1.4183490721517464,1.439499430049412,1.8670612227859147,1.8241978270184445,1.912902704029494,1.5397303988985065,1.78504156093201,1.5432924236617511,2.5251912818756517,1.5056261486667255,1.4343749335224913,1.425984650869746,2.3151939030161657,1.8613279525295336,1.4272289965542413,1.6170021449447554,1.4944770483935,1.5433326915297092,1.4163613724794908,1.5386532991884643,1.529780541391213,1.6537028936001148,1.4586607264348486,1.7708825365958734,2.161110790239502,1.7484290723178664,1.8935903888010246,2.029934183570918,1.479127896205703,1.6297962350347805,1.7493099658513067,1.889091757823345,1.4944712241106741,1.5446078532503071,1.4441296388387885,1.851441316031694,1.722962353800242,1.5618967138774964,1.7216849783691408,2.000813894696036,2.327944737081481,1.529321545639885,1.5156030784007282,1.7778641121333467,1.4436068597310376,1.5573210569223426,1.7272549597365652,2.4601780898163987,1.6633135256571687,1.450521990471464
20131122,2.0525331319020763,1.370385553067651,1.688642247599552,2.0962194629481288,1.3771879883602631,1.384378440279643,1.6393591060822987,1.3697185078620777,1.366072863880044,1.3465672508115407,1.3478003917997856,1.379070220606384,1.684123695458564,1.6099201332819673,1.9831215795233132,1.4846229224820235,1.8418132080923433,1.4497170898532197,2.493557515354437,1.6758706307197782,1.3335737388099334,1.3514874718417027,2.3638747932456257,1.921903812333278,1.3469315837559397,1.4980947977599146,1.3962666397384762,1.6771186061554675,1.335976065275049,1.3495729394798364,1.380469081537441,1.5687215793129756,1.4610215985422557,1.8829259629088007,2.2155993644025123,1.7221473197829493,2.1758854795296876,2.179997697566465,1.469565736070315,1.446825470668354,1.695329888624964,1.7347527615757332,1.3912145219809433,1.5011166523279433,1.38449310746043,1.9557201355817724,1.8555415460849078,1.4626803663241714,1.5328519232540907,1.9445084291365973,2.46662380866627,1.4586767431019303,1.5985074176592062,1.7497099446061426,1.4455173208114074,1.5304583239072753,1.7861221057295102,2.2929107838027436,1.8236460011868334,1.5664257502520857
20131123,2.0207976124289577,1.3560721718028321,2.3221836251434222,2.190738256023381,1.438291632583524,1.414966790522058,1.8199597627179647,1.344481262333092,1.3626887496334414,1.3339980203520292,1.340603560085289,1.3637575757224638,1.7440554915480417,1.6766911974148966,2.033531112834471,1.3952949448689551,1.924544151637799,1.3959002157657168,2.582652170794428,1.7807360458822206,1.3307735152427262,1.338537620566268,2.7112402980887254,2.2402287857747565,1.3556565660679776,1.5369815254947181,1.4102384563803476,1.7235706244216948,1.3277420674957299,1.3425791263697096,1.4108936824267737,1.5816464303312099,1.4980893917835352,1.6255579153244617,2.4480011392705663,1.6556029282213944,2.3750304172469567,2.469213041461098,1.6458431305086094,1.4944879240507056,1.6043149879542622,1.791519340094573,1.461527977704569,1.5091520491154722,1.3942396887952824,2.0334813078805105,1.9861438782060032,1.5704272795647565,1.627766143010499,1.8682145784641835,2.4490152776334315,1.5830463416466296,1.7656300450554834,2.143966099680076,1.5750314126402032,1.667392145527542,1.8105511358343511,2.5143239171406937,1.8843639350463517,1.6769208843222139
20131124,2.0108485698288656,1.3584472350078418,2.9127921046480063,2.1469151661327186,1.6997484956553066,1.5079337988760255,2.292361225218677,1.410499122365216,1.5159561119149152,1.3406158631780343,1.3299690570885299,1.346780899058798,1.8248370861596142,2.0280389332818447,2.490371010700272,1.3224498303569694,2.160110860730743,1.317867443790103,2.8909242433851174,1.9241014645667511,1.3176406729179686,1.325185140470615,2.9106223039900363,2.408751623005015,1.41232923793463,1.531998084877341,1.7434288338592425,1.6830556191533614,1.3132937081102813,1.327950353005878,1.440075424018259,1.5027242023522636,1.940267405863729,1.4799130775237028,2.781410181077081,1.7565644776424887,2.395700031188187,2.787512328856729,1.8614863921334446,1.7632930353756702,1.5377321743426149,1.811119733071701,1.485242612421341,1.492346458866816,1.5329151639175285,2.20919541560115,2.445170300740335,1.89975291894241,1.9443390711043744,1.8822645119195787,2.6403487337434504,1.8377333014904198,1.9044787983165166,2.569199201133447,1.66163972601428,1.900370045441013,1.9447376600344777,2.767898002318765,1.9375928678907064,1.8404393206923193
20131125,2.0173905702228736,1.4230375587014974,2.7291188005889198,1.9830791739340123,1.7277565348552546,1.4991662567487096,2.242854182204327,1.6556524585710368,1.5984102804191629,1.3859920814090423,1.3115064901966507,1.3262092972620707,1.7835801193923388,1.860914617046901,2.4412021348212285,1.3060385409552373,1.8069554346874597,1.2811679602433406,2.633973653484828,1.7419125954710935,1.3102099494261286,1.3081704298458892,2.454086988432279,1.8865433040663417,1.4193367139180582,1.7414156330295179,1.5934287364802784,1.5145864467778494,1.2938565363060541,1.3184215489625666,1.441997619059752,1.3683328224455111,1.7672459306278796,1.4057652429918044,2.2402839796094085,1.5510219418148916,1.9142511006997223,2.2614815288105863,1.5794807593850841,1.8462580400936137,1.32685701603005,1.5246475931232661,1.3284930878163794,1.3936287872766318,1.4602891398058413,1.8690647606280406,2.05605244895171,2.0416617207452337,1.8011290159159212,1.7205306869920634,2.1732301409503147,1.6229167800099948,1.5919980391399013,2.1019840849912215,1.3874371998290775,1.7150866188453622,1.6488818842522328,2.2931820249854784,1.6993430976850996,1.6453738276116978
20131126,2.0491063046467173,1.3257779748462128,2.803365684187715,1.8026708291182547,1.6022846911288142,1.4900339545683923,2.1334218298355685,1.5677919450876023,1.4136326199484341,1.2931081359841368,1.2683404364524395,1.2738303487140068,1.5642042702533192,1.6562018728570471,2.1012099915619338,1.2615169479061943,1.3860660445700808,1.239535665250811,2.2758127949687754,1.6499799563471125,1.2718079480311972,1.2649756953390066,2.089739152137145,1.6187953777574047,1.384020954235025,1.6434057573619338,1.6257337793019435,1.373976014017766,1.2496301158978576,1.2611692563919659,1.3672709485852435,1.2595509944891394,1.735049242741047,1.3024282505072398,1.962808671783145,1.5405651950848365,1.705737221338054,1.9843996121711303,1.405429549434826,1.5991705206349915,1.2630724058317742,1.268248785815173,1.251310674564617,1.3779949275895402,1.482948484017682,1.541499500655497,1.9921030081956541,1.9033033754577176,1.6528648257814254,1.6570054563150882,2.1421208447293867,1.4109414385691734,1.4124540901235585,1.9579344316715106,1.2645939222515794,1.5928761191159422,1.487835092066019,2.080904876957081,1.4476941517423065,1.5526378095326094
20131127,2.0680502547909194,1.3248902906166038,2.751281289208844,1.7803071762357165,1.8279961897029928,1.4111010386955207,2.19754805001697,1.667142061725373,1.4124333549830792,1.2930018378568542,1.2404257608274134,1.2490955417146619,1.5716610637488277,1.7264275237184168,2.20139320071044,1.251339385510129,1.6501259784529394,1.219926929602021,2.328490788865414,1.6789966344302816,1.2570766494350363,1.2804364642114654,2.0792816131245337,1.7424096662118347,1.369618651638692,1.5729263850133914,1.6506606792783352,1.3352806526891683,1.2322125440046703,1.2376388042746438,1.3659445020362204,1.2362248757003083,1.769079570027968,1.2231586905607095,1.8887271298568162,1.498419092439856,1.6576138207500084,2.036703229588819,1.355215662803621,1.6755184997017205,1.242660414011615,1.2298599035938105,1.2274786380739942,1.3459859442401434,1.5463540359145729,1.548351214228323,1.7568110151841705,1.5074080984564826,1.5375493124542385,1.5701472208324392,2.0145939683818885,1.490333050672135,1.4639614598350226,2.1753771493906107,1.3147967098862816,1.5855080804813746,1.5246220452865065,2.0900898597302335,1.4771792949540927,1.5699635498701319
