date,obs,FOLC1,FOLC2,FOLC3,FOLC4,FOLC5,FOLC6,FOLC7,FOLC8,FOLC9,FOLC10,FOLC11,FOLC12,FOLC13,FOLC14,FOLC15,FOLC16,FOLC17,FOLC18,FOLC19,FOLC20,FOLC21,FOLC22,FOLC23,FOLC24,FOLC25,FOLC26,FOLC27,FOLC28,FOLC29,FOLC30,FOLC31,FOLC32,FOLC33,FOLC34,FOLC35,FOLC36,FOLC37,FOLC38,FOLC39
20191118,0.7206000415423948,0.5319551344489621,0.5321843268760894,0.5317410175498662,0.5319176999867222,0.5647721554546854,0.5427787752436541,0.5320611184397758,0.5318087507770264,0.5317237677303986,0.5317237677303986,0.5329214690148136,0.5317481697967359,0.5323453501409323,0.5318445080681455,0.5318251572769173,0.532058595186892,0.5348964643830627,0.5319000336311936,0.5355149829959106,0.5441785275397639,0.5317237677303986,0.5431683206048742,0.5318087507770264,0.5319202237175503,0.5318011784242711,0.5319568168524709,0.5320051843262388,0.5318259986261328,0.5318832081406412,0.5319176999867223,0.5317317615989041,0.5318066473534366,0.5339742222162353,0.5430568652106782,0.5364524576888444,0.5335156098695851,0.5323180248885138,0.5318137989693762,0.5405827255222119
20191119,0.5381140791573938,0.5820132115045972,0.5730795280914901,0.572620630993962,0.5747558728809059,0.5724952104436322,0.5985477650050225,0.5725788265149214,0.5725553353386573,0.5734733228949914,0.5729677156639978,0.5756901556866312,0.5732513916997543,0.5777837190153916,0.5749813200275471,0.575289610501849,0.5750995728101247,0.5724000358496468,0.5726680065375915,0.5821543138321443,0.5797025978597546,0.5729211553095978,0.5868627329341702,0.5724060095119483,0.5752880237512267,0.5731992798855063,0.5724028235647447,0.5754252650429732,0.5755196531718508,0.57237574245756,0.5724060095119486,0.5755363086450844,0.5755382914144332,0.5860535705665597,0.5779189149605034,0.5728125030433333,0.5786683671609277,0.577552009756952,0.5725569279844338,0.5865326897897117
20191120,0.6186521488078377,0.7904021167087011,0.7854287681394895,0.7818623601027971,0.8065745588288248,0.7822099401123973,0.7881628253189429,0.7846319669384656,0.7818623601027971,0.7818623601027971,0.7870964810193113,0.7830056310710823,0.7818623601027971,0.7854009294327974,0.786555012650683,0.784550724770132,0.7845418290708607,0.7826967983658711,0.7818623601027971,0.7834848106775885,0.7833057136233778,0.7832712552169196,0.7856372271718972,0.7818623601027971,0.7837048325500744,0.7859610448946117,0.7842517674940302,0.7818623601027971,0.785022331839268,0.7818623601027971,0.7818623601027971,0.7860214111914995,0.7870864357403571,0.7913512786373934,0.7864269734890637,0.7839271597524318,0.7876705954185514,0.7864056806458525,0.7818623601027971,0.7875796662382496
20191121,1.0248131279645576,0.7528843009875371,0.7485330862107141,0.7484016921808369,0.8174930117566791,0.7506364352997836,0.7482999308743341,0.7482993065266812,0.7483102325310957,0.748365172168207,0.7483470675316587,0.8219713951755716,0.7485958096745875,0.7484045013345244,0.7484057498436948,0.7508339844833775,0.748537455189314,0.7482353079705525,0.7484382103090831,0.7597180264186107,0.7484069983506634,0.7534101317713062,0.7482237563951146,0.7483754728753924,0.7650368689096615,0.748579271191431,0.7482040870625736,0.7483333326708498,0.7485081201012932,0.7484107438583533,0.7484269741626236,0.7484329043732629,0.7482911899570676,0.7497114204090641,0.7483189732131864,0.7483842127518012,0.7483202218732441,0.7753213005401544,0.7484756628422989,0.7482980578297218
20191122,0.9463363981831947,0.9259577240769991,0.9292929573265913,0.9258507039197774,0.9576379416321368,0.9266923973198821,0.9393113492209673,0.9258115636621072,0.9271372082089865,0.9258270267499237,0.9258212281333151,1.0479531668186988,0.9258139797928225,0.9258139797928225,0.9258084226793059,0.9258142214054207,0.9258241274478175,0.9258142214054207,0.925807697835054,0.9416043569642528,0.9258625421946735,0.9770281074181139,0.9258308924667804,0.9258161543031063,0.9259219720433163,0.9258147046303585,0.9257472914246243,0.9258125301154264,0.925807697835054,0.9258180871952811,0.9258089059083757,0.9258084226793054,0.9258205033027525,0.9530609680495925,0.9258161543031063,0.9257992412615391,0.9258084226793059,0.9284104445485444,0.9258139797928225,0.9266308630752518
20191123,0.817285920141633,0.6405637108683294,0.6408941553107851,0.6405637108683294,0.7293182239134479,0.6405637108683294,0.6574448619548531,0.6439957431382971,0.6592870813055709,0.6405637108683294,0.6405637108683294,0.6457557608692532,0.6477504442551876,0.6405637108683294,0.6405637108683294,0.6405637108683294,0.6405637108683294,0.6411947254227287,0.6405637108683294,0.6405637108683294,0.6409467368716114,0.6613382915593453,0.6405637108683294,0.6405637108683294,0.6537049535144193,0.6405637108683294,0.6405637108683294,0.6405637108683294,0.6405637108683294,0.6405637108683294,0.6405637108683294,0.6405637108683294,0.6405637108683294,0.6415814039217423,0.6405637108683294,0.6405637108683294,0.6405637108683294,0.6405637108683294,0.6410903195196987,0.6405637108683294
20191124,0.7072321579988737,0.30602760571764337,0.31087239133685496,0.30602760571764337,0.30602760571764337,0.30602760571764337,0.43216435237049117,0.3329218445003324,0.4428815155337775,0.30602760571764337,0.30602760571764337,0.3263048020123704,0.38979102354016154,0.317783405646592,0.30602760571764337,0.30744151564281413,0.30602760571764337,0.4315017729995692,0.3072913173441607,0.307478778420184,0.3148852007194381,0.30602760571764337,0.3075516050821816,0.30602760571764337,0.35304150809673857,0.30602760571764337,0.30602760571764337,0.30602760571764337,0.5112775636847642,0.30602760571764337,0.30602760571764337,0.30602760571764337,0.30602760571764337,0.30602760571764337,0.30602760571764337,0.30602760571764337,0.30602760571764337,0.30602760571764337,0.3305483166875267,0.30661619793852984
20191125,0.7636709767207036,0.5855271955159091,0.5959146314741738,0.5765044545149557,0.6080892656738862,0.5756830191634545,0.586419777098543,0.5857599263751804,0.5908233786877595,0.5813017851474443,0.5869400470531253,0.5914445487786444,0.7026391229182692,0.6063927458400075,0.5780833303712078,0.5876998695102332,0.5762382719056387,0.5982679218495247,0.5798607019189123,0.5805880947707781,0.6905160777558932,0.5980218175902625,0.5844310010347126,0.5835261929688154,0.5810109601845721,0.5783516122484635,0.5799403324970219,0.5911662519311056,0.6186955201554474,0.6151090639702173,0.5793464436098854,0.6111699101855022,0.5780287927903651,0.5803887834223151,0.5740846799735838,0.5770519652709257,0.5820584143612795,0.5719482867605368,0.599932721130821,0.6641686295968465
20191126,0.9412544543446726,0.9035374533537073,0.8995514972307032,0.8692408019614056,0.9535110237466949,0.9336659051581748,0.8540745003510652,0.9281239641609929,0.8893086259948245,0.8814577645897608,0.8903842874462322,0.9191402986783952,0.9076310373038824,0.855014081096034,0.9758765735115462,0.9469525667006625,0.9057077808975075,0.914621792295189,0.8652898489396311,0.8833375222316298,0.991411091871996,1.0559337459730218,0.8896187876654186,0.8397942932852379,0.8470459561519581,0.9191127260762831,0.8672043238906632,1.0756839593849854,0.8903616352503014,1.0283726155585997,0.8925701271468693,0.9533224545389594,0.9724569438223778,0.984107640366928,0.866453879299833,0.8624640487523118,0.8958388667608332,0.9238933415607234,0.9030589376825633,1.076142686890255
20191127,0.893716408558433,0.9622675446759097,0.9482346408802975,0.9661182131463402,0.9882199454866643,1.0366651958178168,0.9650856986804478,1.0462386784903073,1.0401267034798747,0.9773173604571816,0.9397020271336263,0.9943848186489889,0.9759606859239257,0.9460062940182237,0.9586801122313657,0.968861805471063,0.9710919628987837,0.9653559959507823,0.9345158387601529,0.9791272766221079,0.9798019755615889,1.0132067351521123,0.9411295126724248,0.9671150532453766,0.9814626176012026,0.9453418449988601,0.9643930498204877,0.9809387667602149,0.9813751892976353,0.9813019898922852,0.9701860850505715,0.9603674192503121,0.9571260537255561,0.9930650177916792,0.9393089807873666,1.004889647505007,0.9274756863950031,0.9535845351967291,0.9384856842737354,1.014323546078651
