date,obs,FOLC1,FOLC2,FOLC3,FOLC4,FOLC5,FOLC6,FOLC7,FOLC8,FOLC9,FOLC10,FOLC11,FOLC12,FOLC13,FOLC14,FOLC15,FOLC16,FOLC17,FOLC18,FOLC19,FOLC20,FOLC21,FOLC22,FOLC23,FOLC24,FOLC25,FOLC26,FOLC27,FOLC28,FOLC29,FOLC30,FOLC31,FOLC32,FOLC33,FOLC34,FOLC35,FOLC36,FOLC37,FOLC38,FOLC39
20191118,1.7707903854487932,1.6190815223979425,1.5988743729440544,1.5974879630496497,1.6164389048375585,1.6060201634180864,1.6313497505784627,1.5997482439680846,1.5982307195809737,1.5957528042837728,1.598708009677685,1.6159866045153228,1.5944625150380043,1.6064733929530117,1.6022421263878417,1.6002545514069781,1.598814551870392,1.5986992102380193,1.5959750388120912,1.6220761887157755,1.6037215071565203,1.596539714352215,1.6158556902821775,1.597551613996559,1.6053650391270502,1.5995552248701719,1.5950842809269437,1.5968101993464188,1.601934898079021,1.593388302226546,1.5999874884617573,1.5933748958035365,1.6024079941926728,1.6219261451314548,1.6084294880024936,1.6029413450340004,1.614425799920183,1.6085321424191767,1.5982877213696116,1.6204016203926825
20191119,1.8165566959213924,1.6614695447103458,1.665447528618308,1.64342153609629,1.6842122950463456,1.6589273357461822,1.6568036937221833,1.6453255859846254,1.6469424027334871,1.6460433143975974,1.646581784787657,1.7228863124716363,1.642329716024122,1.6452855090094411,1.6498102462937867,1.6459989566163444,1.6488152406130834,1.6402462113953429,1.6413160976020382,1.6800032560051132,1.6427339169916462,1.6601084134774395,1.6478673237153865,1.6433783683123495,1.6566705301313505,1.6459041335219746,1.640932868136857,1.6442343759578764,1.6445432259869264,1.645282714542542,1.6440483782454092,1.6454157301140593,1.6504004836094737,1.6709661351295035,1.6457591863580283,1.6493661841652936,1.6498761755909288,1.7028474045518625,1.6412943943237066,1.6570201864733647
20191120,1.858386110636077,1.8179191895710887,1.8296583592779152,1.810891249197892,1.8341178587593714,1.8158379699951093,1.817405407813058,1.8113348715794515,1.8158089393961312,1.810891249197892,1.8127351732943262,1.916215126265261,1.8113061282170846,1.8119781893655682,1.8126188850889267,1.8136837647719466,1.811406588255821,1.8107832941625943,1.810891249197892,1.8287991597424473,1.8108988591844546,1.8353226162802927,1.8120442169391613,1.810891249197892,1.8228690104587113,1.8112959355372167,1.8110595065214188,1.810891249197892,1.8110903675901053,1.811894431101485,1.810891249197892,1.8119901998973575,1.8134285983341014,1.8208493812148419,1.812837939276293,1.8128087409565512,1.8133126797019234,1.822524848931194,1.8109832092556677,1.814491075333021
20191121,1.8706461453419796,1.81477020469796,1.8159599556624322,1.813752475109082,1.8959824359350188,1.8155563636867156,1.8430379886988288,1.8177811512563216,1.8245930284466376,1.8135866422820897,1.8136492988301878,1.9299664434408834,1.8195614388268577,1.8136598750704185,1.8135524383985702,1.8142153357807058,1.8137297694925434,1.8189048956075038,1.8135878235377887,1.8233079166954447,1.8140798519858228,1.8699183319217685,1.813851230342226,1.813570748763115,1.829739667417267,1.8134344526687907,1.8137184968329818,1.8136872541872058,1.8241861434061577,1.813539067667142,1.813523387496676,1.8134848294538155,1.8136394203204864,1.8228196399567222,1.8136260518215537,1.813580252716196,1.8136332998454836,1.822960090937413,1.813871676776346,1.8147460969111169
20191122,1.8180920053523275,1.9135741362864105,1.9219446269849354,1.9134991673432875,1.9573773913989638,1.9145678669506607,1.9838994177966884,1.922770103835223,1.9285753642332772,1.9138237461922838,1.9146896205453714,1.9713467081184988,1.9402797489547086,1.9262025404640712,1.9164936040790943,1.9139000353730928,1.9136561608246114,1.9295526487237649,1.9153697440614448,1.9184109959800486,1.9443461327314147,1.9436859388003276,1.9140340873886037,1.917064355561904,1.9205132408437766,1.9134353664821875,1.9149779295778997,1.9144086877108375,1.9321453025479915,1.9178216654944713,1.9135630043023137,1.919324882172658,1.916594738744301,1.9249964476405137,1.9166469010061,1.915085446904132,1.913748063682091,1.9139679707006103,1.9191496821323923,1.92404917634238
20191123,1.8169409482177716,1.682140517719771,1.705234770985299,1.6792386081090416,1.7479818027475489,1.7057724710852504,1.6970477508963306,1.6995499781588341,1.7192376421760818,1.694395935383598,1.6951577141394683,1.6857596593007624,1.7576790761953305,1.7115370075042828,1.7117851306218825,1.7028041321683915,1.6877159175886192,1.7452839768521833,1.6785265165476977,1.6867202660954044,1.748214384797245,1.7415647683669877,1.6924496559744182,1.6869568818200986,1.7021201797353178,1.6792254079409474,1.6992458086307545,1.7261392397326774,1.6958377274813252,1.7300573545161015,1.6790201766805717,1.718278013055678,1.7058770256194238,1.709660605131692,1.6924785228748085,1.6844210512686846,1.6871837233681781,1.6934524853295474,1.7018590826971431,1.766342665796653
20191124,1.8319581646510792,1.4927576931758326,1.4967985698764192,1.4757239884037003,1.565059365472244,1.5641180689346466,1.5074336445732457,1.544738979425306,1.5546425770201149,1.483689663783305,1.465849771108528,1.508730217091557,1.5748670137106484,1.495294139867186,1.5265807203139174,1.5229494809402773,1.4726869669354363,1.5436515917922418,1.4805383920951574,1.5060830586494893,1.5920222631055596,1.6012035952895642,1.5002317585011273,1.4720968985406937,1.516383241558953,1.4761885968027109,1.456304614110708,1.5872073079630225,1.5792185077381549,1.5735435228396004,1.470877592128393,1.5265414436015892,1.5312392018523773,1.5568999911264234,1.4690414454961482,1.4769762571877108,1.4793302533702108,1.4911014448573976,1.5140019535032303,1.6088199609992753
20191125,1.836046697118292,1.6673727383820716,1.6866503929276169,1.6744768159207715,1.7214083431598723,1.7245867334842309,1.668876110656393,1.7385345660009006,1.717935474422724,1.702907874212188,1.6975673372897961,1.7006799240369355,1.7236543271380285,1.6883857613384545,1.7076400782962096,1.7112294938085293,1.6896870423819403,1.6984246686474105,1.6673574817126058,1.684855765116076,1.7341915779556847,1.7599322568121127,1.692914711327967,1.6807572505343944,1.6768586514489903,1.6908859838019392,1.6728444500056714,1.7475796977082618,1.677815570219968,1.7401038247672127,1.697525443966319,1.697848346200415,1.7109476147989173,1.7263793785694104,1.664813482410877,1.7034688472016177,1.6886339461835378,1.6991088498155285,1.7020404061176277,1.806032972795649
20191126,1.8678696193410702,1.853309739457685,1.8552873277327027,1.8780120669713232,1.8686563853835665,1.9196988398712997,1.8503228209503146,1.8907148387791803,1.886901548288998,1.8495214920074827,1.8772687279680684,1.882133625584037,1.8699635828635859,1.8388298265242955,1.8760363919855374,1.8703829262837637,1.9029442931772955,1.8679153901982153,1.84716731663478,1.8667052191542948,1.8954395462806288,1.9496978389797253,1.8845112418483865,1.8604375683115797,1.861919844751681,1.8737859785683322,1.8730677940873965,1.8960604602738236,1.8782593060997552,1.8916494391840997,1.8543032070097067,1.8734206774360902,1.8798577553368452,1.8865031743105214,1.8575513997609792,1.9216534592936685,1.857916417046125,1.8870575613427099,1.8585687489520526,1.9109546226379448
20191127,1.956115315446288,1.9733020180501948,1.9267335453404497,1.9554294860284955,1.9387207511252624,1.996486026581236,1.9415678953490998,1.9695100547888198,1.9669095576156033,1.9410228832341934,1.9790447352318672,1.9564225595218425,1.943754780121051,1.939929142814168,1.9292069020217215,1.9337034733158462,1.9524682607019257,1.9399339208905202,1.9405660259628106,1.9793373697222396,1.953680099245953,1.9841761866929233,1.9788541602590346,1.9528025603575916,1.969919719677263,1.9226657352717174,1.9610803702245039,1.9413664535649109,1.9950257635001285,1.9600846690935727,1.9509040558811213,1.930430646688428,1.9535256710443318,1.9438186630213552,1.9368994191667004,2.0509135623821817,1.9332105636883614,1.9697121664583523,1.9326007717482958,1.960237352656323
