date,obs,FOLC1,FOLC2,FOLC3,FOLC4,FOLC5,FOLC6,FOLC7,FOLC8,FOLC9,FOLC10,FOLC11,FOLC12,FOLC13,FOLC14,FOLC15,FOLC16,FOLC17,FOLC18,FOLC19,FOLC20,FOLC21,FOLC22,FOLC23,FOLC24,FOLC25,FOLC26,FOLC27,FOLC28,FOLC29,FOLC30,FOLC31,FOLC32,FOLC33,FOLC34,FOLC35,FOLC36,FOLC37,FOLC38,FOLC39
20191118,2.2588190452821486,2.0843837155695413,2.0783069460100294,2.0711575536084847,2.1120787468350937,2.074915994848622,2.1160593961135934,2.0740049154990126,2.0837675700815774,2.0694885847580444,2.0728119259983626,2.131195230671446,2.1012012880647317,2.0840691593479828,2.0756235934118665,2.0736299985327378,2.0730084449374093,2.0849164591335545,2.0704606553982705,2.092237818267334,2.101200589154766,2.0788208517243647,2.082797059595917,2.0716635879289895,2.084054309890637,2.0731849271415386,2.068757169233783,2.070265949364208,2.073887969693792,2.0709281997681748,2.073465838442243,2.0702517368143765,2.0758208088939973,2.088431241863995,2.0781681296809205,2.0751230752162733,2.082507843844656,2.0812323181230563,2.0726752823229146,2.0920647501577854
20191119,2.2787851353017228,2.1270809463687446,2.1520520464216313,2.1204601998498074,2.2046097379173397,2.1337519594544485,2.174524588762868,2.166401449365948,2.1765175596664186,2.1209005356188806,2.119122329621496,2.1842833891184403,2.1800669872430474,2.137243176551239,2.137709137068623,2.1344718822775612,2.120438021625406,2.156274612215949,2.1220371898419343,2.142533032149545,2.2174747962510977,2.1733911473255967,2.1213352839664794,2.118013001429579,2.1575850888727364,2.1190252107539527,2.1198190654131244,2.1568809648064478,2.133155433505383,2.142323282944281,2.1180766720705293,2.133834310519499,2.133572950619238,2.1577613336536654,2.128924275664062,2.122250822809969,2.1225754109915864,2.1511313631346627,2.141293420706844,2.171753722558825
20191120,2.3050232715114416,2.277150253370007,2.289496028066593,2.280181283466618,2.3183876544724638,2.306685235807307,2.2845118594373734,2.325515499717629,2.3114451898444304,2.2776634358899415,2.277505098682732,2.3513479388715166,2.3142132876685677,2.28589972448458,2.2947974030644223,2.2917871898955706,2.2800505477128157,2.2930457300937084,2.2757991542481553,2.2959149975738065,2.3445935229815236,2.33370212016126,2.2800812088517106,2.2803139847073908,2.2914420462362357,2.275723024897129,2.2772380927952742,2.3135375519399815,2.2876718067215647,2.3083090322732884,2.275160489837009,2.299815087269814,2.294727118031529,2.3021680058588547,2.2807192330243318,2.291387654077507,2.2767107192122564,2.283338521373258,2.280006798526039,2.3565084410956985
20191121,2.312640342438286,2.2854663701901528,2.290994088239715,2.286599789709487,2.3510994293218186,2.3508997275845736,2.299205723015792,2.320226344543632,2.323119553609138,2.297259711851536,2.281658127347244,2.3514876024777283,2.309937728615266,2.284965885543784,2.29941649779226,2.29882062447495,2.3021938201041983,2.2985280386788713,2.2902312367316027,2.2988190746330366,2.3256455730003625,2.357956742375996,2.2851233738610395,2.2970887167279574,2.302256659294026,2.2826634647989783,2.2940405902973384,2.32315930899124,2.309272598107705,2.30876615805426,2.2840039695163,2.2944364204641574,2.300282579154451,2.3088342846301897,2.283072211966895,2.308253518846807,2.2813188253319265,2.3013293277727205,2.2860530995399495,2.3536223271579337
20191122,2.30340711172838,2.3739055865110688,2.3785994292880064,2.375508890612739,2.408484465803924,2.406440682147732,2.4092504482294883,2.3976280535111187,2.4103435923227243,2.3812353075747694,2.3754360354255195,2.413959779876964,2.389590674296641,2.383565623446811,2.3806977130791727,2.3792330909344623,2.3909542682130085,2.387125276601978,2.37437074038909,2.3812574200417718,2.403581702007306,2.4163880611159696,2.375916051916739,2.3851676086384765,2.3844131031152576,2.3718044628516513,2.382678148652284,2.387738503314432,2.3951302032564206,2.386461694137752,2.3720470787278876,2.3810768965338753,2.3813919282399585,2.391292695646637,2.3747546874862078,2.4111912885861653,2.3721078993585643,2.3853687954196183,2.380488933508803,2.4021803613844983
20191123,2.347225843853805,2.1592199265074683,2.1642245871583063,2.161027252834131,2.1920379954178615,2.19138993915822,2.1628602105391623,2.1752582522689283,2.1897713841529947,2.1668827521285756,2.1784172733167013,2.154168534532079,2.1936346098899344,2.1702274610067853,2.1703107809742925,2.1654085745939784,2.1773780750066365,2.190397553492016,2.1513764074915995,2.1597814874613452,2.1957511831734022,2.2110988816298964,2.1710808356641493,2.1622342444895772,2.1753886514900853,2.151415321133378,2.1689240471144013,2.1804038400004506,2.1858156000359132,2.1817111312737723,2.1506436444640684,2.172843717867093,2.170568735079242,2.1735663610121585,2.1583344845833423,2.204126814236781,2.1568058840985866,2.1737509933695063,2.1645005543197016,2.207624304059158
20191124,2.450353098001836,1.9917691482745599,1.9678640076311709,1.9771731989019279,2.004573165249287,2.035644884410286,1.9774326942319584,2.0013924727779884,2.0291456201687716,1.9655867140646814,1.9950571964852724,1.9798623812854823,2.0089113766795137,1.9674417168841083,1.9833830550010219,1.9879396618078362,1.980926146200055,2.0058282432989785,1.9805346935402577,1.9942471897368352,2.029069036743458,2.0545715326478784,2.00149469124085,1.9691003141968921,2.023169304944683,1.9547815752305084,1.973253286469224,2.0207302478189533,2.1622987600599832,2.0222484581875833,1.9499146953937017,1.9831134783041662,1.9916978439305852,2.005707043140818,1.9545658897979057,2.094788658199551,1.9573158220236138,1.9972330909008673,1.9757944873319535,2.03592168332206
20191125,2.5197543587056193,2.179781260542751,2.1692364735163814,2.1865958135903347,2.179942317860383,2.201851300767098,2.187066778321426,2.2073633835654944,2.226628919571294,2.166660681487681,2.2210848451130762,2.1759804709814574,2.1840584255032605,2.1556007773044707,2.164374362032206,2.187225092872214,2.175337178193987,2.2107405834043323,2.178116491967554,2.1902332384980014,2.1995820016302483,2.246382421145793,2.20014853864145,2.1750517904244453,2.256278125475102,2.158468444501424,2.1862452080244754,2.186852653902946,2.2437439242220933,2.1883214775696143,2.1646572786872427,2.1737146478288283,2.1802936336553222,2.205385010513688,2.1516013305981954,2.3836496017253297,2.175880777119646,2.237574008886592,2.175286363883936,2.229537290747472
20191126,2.5445424263490186,2.342653184125402,2.3142500603014398,2.385479237172724,2.3192210414383942,2.3788250074379436,2.3552603209329184,2.3610120397686574,2.3772983947386357,2.3234741324809245,2.400083105582004,2.3342246070458157,2.3281992953578126,2.3076285445078697,2.333304109748751,2.340403741551024,2.3541717646932256,2.386877111596436,2.3524894476874736,2.350969525399294,2.350213350580472,2.5818574194149826,2.3695834344618985,2.3287915350930546,2.4217791315971025,2.3275510089362776,2.3611879844628665,2.334910340653034,2.416615735692211,2.344281256749526,2.318058251647126,2.3354907583540565,2.3419593081879873,2.3588563375256855,2.3178688427706207,2.8168205332814718,2.333221569748209,2.541330184708737,2.3375893455794086,2.3454221055155626
20191127,2.5643277583754993,2.425076064222063,2.3858728506189775,2.468222424760618,2.389583653441496,2.4301151042183635,2.4560183434244567,2.4308960311619705,2.4748002758510266,2.4107296685508883,2.4807478460946397,2.4036697774122335,2.394598681908561,2.3919229856360213,2.3830635810796448,2.413044513480176,2.4122675740308126,2.5665614812859725,2.4674614348914288,2.800283163757402,2.4051715475935094,2.457250053872821,2.4298374878287126,2.3992267526064173,2.7554305902055654,2.3844237513800786,2.4421715447486756,2.3960397113421372,2.51764857525697,2.4080047652971075,2.4198139097421603,2.384705283663784,2.4009868716254643,2.437897537740099,2.401941398091433,2.9070011931617112,2.418608021118668,2.668560328103584,2.410804187931327,2.400861617985709
