date,obs,FOLC1,FOLC2,FOLC3,FOLC4,FOLC5,FOLC6,FOLC7,FOLC8,FOLC9,FOLC10,FOLC11,FOLC12,FOLC13,FOLC14,FOLC15,FOLC16,FOLC17,FOLC18,FOLC19,FOLC20,FOLC21,FOLC22,FOLC23,FOLC24,FOLC25,FOLC26,FOLC27,FOLC28,FOLC29,FOLC30,FOLC31,FOLC32,FOLC33,FOLC34,FOLC35,FOLC36,FOLC37,FOLC38,FOLC39
20191118,1.9463259246371447,1.764483510578842,1.7493998961219015,1.7463074669453076,1.7656805441369186,1.7536872578833915,1.7755843441627548,1.7486539607544354,1.7472352714367458,1.7446396585293626,1.747682476271807,1.8161274208269789,1.743427809883139,1.7542266086269296,1.7510147568274224,1.748983715163555,1.7488076621076445,1.747268170467643,1.7445139808327093,1.7765800720138178,1.7513303835940401,1.7466842062866759,1.7616411585053648,1.746443853001075,1.7553844257017004,1.7485434433908909,1.743805765670569,1.7453558818082167,1.7500420765285878,1.7428923009278816,1.7486245942938143,1.7424940864104301,1.750888601222435,1.7685359926267534,1.7555020513513606,1.7514700922030644,1.7606866460310475,1.759140394027972,1.746932666306437,1.7656868654663513
20191119,1.959584267998703,1.8064628159719938,1.8141268860727076,1.792246839485828,1.869812418459938,1.8051325651271426,1.831902572273382,1.8036163735855875,1.815226387470818,1.7940998508536348,1.7946562642206956,1.8703784802175236,1.7999388474052036,1.7936180535934856,1.7977032519039093,1.7954603562506346,1.7959438025244672,1.7889345235341454,1.789537616223975,1.8233110281842397,1.7940649707764202,1.838623865629995,1.7955474633297253,1.7920245318117416,1.8182242719418924,1.7938569427881157,1.7896092844609988,1.7923458208984857,1.7930939071265337,1.793588404123392,1.7924011176396117,1.7934486218368333,1.7979351396291554,1.8215629897466317,1.797425256696527,1.7971219909315406,1.7975054691131271,1.8400235611171079,1.7982166809861075,1.8067926609672005
20191120,1.9779358405687029,1.9595294583348362,1.96920864904412,1.9539099823367951,1.974011337536241,1.957972856564218,1.9640133533697222,1.9541819603531734,1.9672474846469157,1.953682156794814,1.955191655955807,2.041343199400506,1.9596037389491572,1.9545625318716244,1.9550683677335525,1.9564108293178888,1.9539774310396065,1.9594173606691825,1.953708743151522,1.9681230145353623,1.9560809065989735,1.9741340664002471,1.9549682177032572,1.953682156794814,1.9668349012220785,1.9539728297258916,1.9538162355627708,1.953883282252137,1.9576377051299467,1.9544807507335493,1.953682156794814,1.95448514033809,1.9558509259440762,1.9619283292886633,1.955310986317498,1.9552041443847388,1.9558184641700018,1.9635370094714786,1.9541695707760358,1.956796062802071
20191121,1.9946274826755135,1.9598146325921348,1.968691345753893,1.9586049081359382,2.033588198008436,1.9599498266676938,1.9823018622789477,1.9616548887175425,1.9675080411792256,1.9584373455910618,1.9584858249465913,2.05335091302848,1.9951325582946549,1.9619931169000793,1.9583116882853868,1.9588186446842564,1.958364864318562,1.9667879106998134,1.9617809756171256,1.966070059386428,1.9862201087504305,2.0045745385851963,1.9589745471119506,1.9582496698510137,1.9715893781653275,1.9586079474883487,1.9583004688190007,1.9598825209650474,1.9717726356669873,1.9603587100477347,1.958129926674848,1.9598207785688355,1.958345509552908,1.9657846625043267,1.9582822623373732,1.9582487656156342,1.9582337632906477,1.9659361847784813,1.9593386231037344,1.9668479915181027
20191122,1.9800178027974313,2.0539358104288152,2.0612745903417196,2.0537179493618427,2.09891091155073,2.061058303233314,2.1098472918695013,2.06901116384396,2.068414252410241,2.0543289249603065,2.0552193515956168,2.1040673315555924,2.0785923129609287,2.0668771923942972,2.0634591811220897,2.059800757962353,2.054150765142025,2.071569707667818,2.055874804871378,2.0580028055215482,2.0950089318862437,2.0935296681417452,2.054502691229707,2.059101329258034,2.059786476253428,2.0534886392514924,2.056935801185069,2.0721800082817676,2.0692686266772378,2.068709960142786,2.053655864413651,2.0647348102849357,2.063109021385709,2.073762585340028,2.056963052479459,2.0564605749721196,2.0538601085340535,2.0539713889475277,2.0615886598501305,2.081940951396437
20191123,1.9714451255916896,1.8286261459925126,1.8483773452079666,1.827236456207845,1.8878207132578377,1.8559833986875565,1.8427012036564434,1.8587541572747455,1.8704553182131585,1.8424692648999748,1.8414343851791282,1.8316535709098136,1.890992965742605,1.854371977676997,1.855503529528781,1.8481347158262416,1.833532512821264,1.8837387494683122,1.8257156931241891,1.8325072167671685,1.8842094947337098,1.8852759957036815,1.8384828943776965,1.8352974783830704,1.8479317664399537,1.8269339208381092,1.8437997558361465,1.8698289970895017,1.8450075900892529,1.871891005918987,1.8262811063282698,1.858409752618413,1.851984325635686,1.858077625932604,1.8379302251037062,1.8458727571056162,1.8321771150084676,1.839690562003151,1.8457104749188105,1.908492610744413
20191124,1.9600759339482068,1.6398313659281818,1.6428929231090623,1.6301059240757834,1.6996340999014394,1.7151007750142402,1.6529477920843643,1.6852799942453247,1.701862113635703,1.6373752904056658,1.6175860503627482,1.655672832305157,1.706642628224005,1.6414351833883922,1.6670997984792175,1.6659563442612684,1.6351825438551608,1.682698231635989,1.6304202218338448,1.652708197487759,1.7209065882220909,1.7326458808658272,1.646191652856677,1.6280849405916893,1.663208422204108,1.626581172489074,1.613062625961113,1.717214711183145,1.7189968685371317,1.7077112447433995,1.6209439246597706,1.6669233049284116,1.6703914138883558,1.6932349813819272,1.620627581149082,1.638093029457033,1.6284906602147353,1.6460648981709969,1.6569834475324468,1.7369211334450194
20191125,1.9924218229232242,1.81557162705843,1.830874017313765,1.834073615431936,1.8577718672455188,1.8762244299096202,1.8168757225572398,1.8764972581214674,1.8572723570588832,1.843523238454646,1.848123802745479,1.8489000995283842,1.8618324611956265,1.831216268620142,1.8461377911022259,1.84933508094535,1.846960808693874,1.8393451622736057,1.8179803503994247,1.8299050143631934,1.8778050662789398,1.906889627130145,1.8472973130768962,1.8332738981807055,1.824021656440079,1.8328313860316454,1.8243670827740233,1.8790137300151195,1.8283037547147973,1.8727031197709876,1.8429856772036493,1.8391820781446642,1.8499381384629767,1.862124515197534,1.8185518428891785,1.8855183088025667,1.831277950140225,1.8497564813057594,1.8424065721629566,1.9268102204086335
20191126,2.0850546643331853,2.040631034775422,2.0077242680244285,2.0381346753888114,2.0107321243476877,2.074859281096884,2.0042182943520643,2.0484063597706244,2.0299246162697573,2.0124119566966043,2.0608632784906256,2.0348951580585553,2.025365437475419,1.9897043973961952,2.0327514127733894,2.0133010698744793,2.0442258397931052,2.018259662390417,2.0068740003757353,2.047859155436321,2.051424926637738,2.1766643573787534,2.0641130963192653,2.022607286935449,2.0330003441048445,2.025228510134001,2.0414753380828565,2.0325882059321483,2.059054635709545,2.041042349539373,1.999508762708129,2.0334907304218173,2.0381980034975493,2.033969127026534,2.0091567790481357,2.1537538058691275,2.012017369274845,2.053512323951419,2.0146463732544384,2.048834764926573
20191127,2.2208171583920397,2.125264007411509,2.075537242489395,2.109458852785708,2.0837332949337335,2.1407060700550358,2.1097744818099025,2.1130236651787766,2.1377549853870663,2.094806049859277,2.1540802205142806,2.1043457359117763,2.0934151203315166,2.084963945463283,2.07555501532225,2.09059581947705,2.0954452485376436,2.107291076537036,2.120657847703798,2.1284342969927947,2.103426872573911,2.1205201503329367,2.128875452962022,2.097661965751421,2.3227801184001677,2.077908528697813,2.1317216313904046,2.0955038826118715,2.208675425263652,2.1053763976151734,2.096882318394463,2.0763690456331405,2.0983877786342626,2.095047228843301,2.0936573443119584,2.4909371814256547,2.0851853798094884,2.1197432110494736,2.080006144709433,2.100957912348919
